caseID,First Name,Last Name,E-Mail,Telephone,Address 1,City,Post Code,Country,Region / State,Privacy Policy,Expected Message,Should Success,url_product,url_checkout,loc_btn_addcart_id,loc_btn_addcart_xpath,loc_radio_guest_css,loc_input_firstname_id,loc_input_lastname_id,loc_input_email_id,loc_input_telephone_id,loc_input_address1_id,loc_input_city_id,loc_input_postcode_id,loc_select_country_id,loc_select_zone_id,loc_chk_policy_name,loc_btn_continue_id,loc_btn_confirm_id,loc_msg_success_xpath,loc_msg_error_text_css,loc_msg_error_alert_css
TC-CO-011,Harry,Potter,harry.shortphone@example.com,12,4 Privet Drive,London,NW1 6XE,United Kingdom,Greater London,True,Telephone must be between 3 and 32 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-012,Harry,Potter,harry.shortaddr@example.com,0912233445,Hi,London,NW1 6XE,United Kingdom,Greater London,True,Address 1 must be between 3 and 128 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-013,Harry,Potter,harry.longaddr@example.com,0912233445,AddressIsVeryLongAndExceedsOneHundredTwentyEightCharactersLimitWhichIsRequiredByTheSystemToValidateTheInputCorrectlyForTestingPurposes,London,NW1 6XE,United Kingdom,Greater London,True,Address 1 must be between 3 and 128 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-014,Harry,Potter,harry.shortcity@example.com,0912233445,4 Privet Drive,L,NW1 6XE,United Kingdom,Greater London,True,City must be between 2 and 128 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-015,Harry,Potter,harry.longcity@example.com,0912233445,4 Privet Drive,CityNameIsVeryLongAndExceedsOneHundredTwentyEightCharactersLimitWhichIsRequiredByTheSystemToValidateTheInputCorrectlyForTestingPurposes,NW1 6XE,United Kingdom,Greater London,True,City must be between 2 and 128 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-016,Harry,Potter,harry.shortpost@example.com,0912233445,4 Privet Drive,London,1,United Kingdom,Greater London,True,Postcode must be between 2 and 10 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-017,Harry,Potter,harry.longpost@example.com,0912233445,4 Privet Drive,London,12345678901,United Kingdom,Greater London,True,Postcode must be between 2 and 10 characters!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-018,Harry,Potter,harry.nocountry@example.com,0912233445,4 Privet Drive,London,NW1 6XE,,,True,Please select a region / state!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-019,Harry,Potter,harry.nozone@example.com,0912233445,4 Privet Drive,London,NW1 6XE,United Kingdom,,True,Please select a region / state!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
TC-CO-020,Harry,Potter,harry.nopolicy@example.com,0912233445,4 Privet Drive,London,NW1 6XE,United Kingdom,Greater London,False,Warning: You must agree to the Terms & Conditions!,False,https://ecommerce-playground.lambdatest.io/index.php?route=product/product&product_id=64,https://ecommerce-playground.lambdatest.io/index.php?route=checkout/checkout,button-cart,//button[contains(., 'Add to Cart')],input[value='guest'],input-payment-firstname,input-payment-lastname,input-payment-email,input-payment-telephone,input-payment-address-1,input-payment-city,input-payment-postcode,input-payment-country,input-payment-zone,agree,button-save,button-confirm,//h1[contains(text(),'placed')],.text-danger,.alert-danger
